# Final state angular momentum:   1
# Broadening parameter (in eV):    0.800
# Absorbing atom type (xiabs):   2
# Energy (eV)   sigma
   28.03803804    0.11659721
   28.08808809    0.11567357
   28.13813814    0.11493706
   28.18818819    0.11437490
   28.23823824    0.11396636
   28.28828829    0.11368349
   28.33833834    0.11349252
   28.38838839    0.11335586
   28.43843844    0.11323458
   28.48848849    0.11309128
   28.53853854    0.11289288
   28.58858859    0.11261322
   28.63863864    0.11223509
   28.68868869    0.11175149
   28.73873874    0.11116615
   28.78878879    0.11049308
   28.83883884    0.10975544
   28.88888889    0.10898376
   28.93893894    0.10821378
   28.98898899    0.10748413
   29.03903904    0.10683403
   29.08908909    0.10630139
   29.13913914    0.10592125
   29.18918919    0.10572467
   29.23923924    0.10573812
   29.28928929    0.10598323
   29.33933934    0.10647671
   29.38938939    0.10723044
   29.43943944    0.10825154
   29.48948949    0.10954237
   29.53953954    0.11110040
   29.58958959    0.11291800
   29.63963964    0.11498208
   29.68968969    0.11727378
   29.73973974    0.11976828
   29.78978979    0.12243487
   29.83983984    0.12523752
   29.88988989    0.12813604
   29.93993994    0.13108790
   29.98998999    0.13405065
   30.04004004    0.13698481
   30.09009009    0.13985665
   30.14014014    0.14264061
   30.19019019    0.14532063
   30.24024024    0.14789021
   30.29029029    0.15035095
   30.34034034    0.15270991
   30.39039039    0.15497608
   30.44044044    0.15715694
   30.49049049    0.15925562
   30.54054054    0.16126943
   30.59059059    0.16319018
   30.64064064    0.16500610
   30.69069069    0.16670526
   30.74074074    0.16827952
   30.79079079    0.16972817
   30.84084084    0.17106039
   30.89089089    0.17229587
   30.94094094    0.17346330
   30.99099099    0.17459716
   31.04104104    0.17573332
   31.09109109    0.17690436
   31.14114114    0.17813536
   31.19119119    0.17944066
   31.24124124    0.18082188
   31.29129129    0.18226708
   31.34134134    0.18375099
   31.39139139    0.18523597
   31.44144144    0.18667351
   31.49149149    0.18800646
   31.54154154    0.18917179
   31.59159159    0.19010417
   31.64164164    0.19074012
   31.69169169    0.19102264
   31.74174174    0.19090562
   31.79179179    0.19035762
   31.84184184    0.18936445
   31.89189189    0.18793025
   31.94194194    0.18607710
   31.99199199    0.18384336
   32.04204204    0.18128097
   32.09209209    0.17845223
   32.14214214    0.17542627
   32.19219219    0.17227549
   32.24224224    0.16907215
   32.29229229    0.16588536
   32.34234234    0.16277850
   32.39239239    0.15980724
   32.44244244    0.15701811
   32.49249249    0.15444768
   32.54254254    0.15212216
   32.59259259    0.15005750
   32.64264264    0.14825980
   32.69269269    0.14672608
   32.74274274    0.14544533
   32.79279279    0.14440005
   32.84284284    0.14356803
   32.89289289    0.14292467
   32.94294294    0.14244544
   32.99299299    0.14210840
   33.04304304    0.14189645
   33.09309309    0.14179886
   33.14314314    0.14181189
   33.19319319    0.14193834
   33.24324324    0.14218603
   33.29329329    0.14256566
   33.34334334    0.14308822
   33.39339339    0.14376265
   33.44344344    0.14459388
   33.49349349    0.14558158
   33.54354354    0.14671974
   33.59359359    0.14799681
   33.64364364    0.14939644
   33.69369369    0.15089849
   33.74374374    0.15248019
   33.79379379    0.15411722
   33.84384384    0.15578485
   33.89389389    0.15745881
   33.94394394    0.15911616
   33.99399399    0.16073591
   34.04404404    0.16229951
   34.09409409    0.16379084
   34.14414414    0.16519598
   34.19419419    0.16650243
   34.24424424    0.16769815
   34.29429429    0.16877043
   34.34434434    0.16970493
   34.39439439    0.17048520
   34.44444444    0.17109263
   34.49449449    0.17150730
   34.54454454    0.17170924
   34.59459459    0.17168039
   34.64464464    0.17140673
   34.69469469    0.17088059
   34.74474474    0.17010271
   34.79479479    0.16908387
   34.84484484    0.16784589
   34.89489489    0.16642165
   34.94494494    0.16485427
   34.99499499    0.16319528
   35.04504505    0.16150208
   35.09509510    0.15983487
   35.14514515    0.15825357
   35.19519520    0.15681484
   35.24524525    0.15556959
   35.29529530    0.15456098
   35.34534535    0.15382295
   35.39539540    0.15337925
   35.44544545    0.15324271
   35.49549550    0.15341485
   35.54554555    0.15388563
   35.59559560    0.15463338
   35.64564565    0.15562505
   35.69569570    0.15681687
   35.74574575    0.15815552
   35.79579580    0.15957997
   35.84584585    0.16102407
   35.89589590    0.16241974
   35.94594595    0.16370073
   35.99599600    0.16480638
   36.04604605    0.16568527
   36.09609610    0.16629811
   36.14614615    0.16661968
   36.19619620    0.16663946
   36.24624625    0.16636111
   36.29629630    0.16580084
   36.34634635    0.16498496
   36.39639640    0.16394708
   36.44644645    0.16272530
   36.49649650    0.16135961
   36.54654655    0.15988983
   36.59659660    0.15835388
   36.64664665    0.15678648
   36.69669670    0.15521798
   36.74674675    0.15367331
   36.79679680    0.15217090
   36.84684685    0.15072181
   36.89689690    0.14932898
   36.94694695    0.14798715
   36.99699700    0.14668325
   37.04704705    0.14539778
   37.09709710    0.14410687
   37.14714715    0.14278498
   37.19719720    0.14140800
   37.24724725    0.13995623
   37.29729730    0.13841671
   37.34734735    0.13678479
   37.39739740    0.13506429
   37.44744745    0.13326660
   37.49749750    0.13140867
   37.54754755    0.12951049
   37.59759760    0.12759235
   37.64764765    0.12567250
   37.69769770    0.12376542
   37.74774775    0.12188099
   37.79779780    0.12002434
   37.84784785    0.11819647
   37.89789790    0.11639528
   37.94794795    0.11461691
   37.99799800    0.11285714
   38.04804805    0.11111270
   38.09809810    0.10938246
   38.14814815    0.10766835
   38.19819820    0.10597596
   38.24824825    0.10431465
   38.29829830    0.10269736
   38.34834835    0.10113992
   38.39839840    0.09966014
   38.44844845    0.09827668
   38.49849850    0.09700794
   38.54854855    0.09587088
   38.59859860    0.09488018
   38.64864865    0.09404734
   38.69869870    0.09338012
   38.74874875    0.09288193
   38.79879880    0.09255136
   38.84884885    0.09238173
   38.89889890    0.09236069
   38.94894895    0.09246984
   38.99899900    0.09268463
   39.04904905    0.09297444
   39.09909910    0.09330314
   39.14914915    0.09363028
   39.19919920    0.09391277
   39.24924925    0.09410728
   39.29929930    0.09417294
   39.34934935    0.09407426
   39.39939940    0.09378366
   39.44944945    0.09328340
   39.49949950    0.09256659
   39.54954955    0.09163713
   39.59959960    0.09050875
   39.64964965    0.08920333
   39.69969970    0.08774895
   39.74974975    0.08617779
   39.79979980    0.08452414
   39.84984985    0.08282274
   39.89989990    0.08110726
   39.94994995    0.07940925
   40.00000000    0.07775724
