# Final state angular momentum:   1
# Broadening parameter (in eV):    0.800
# Absorbing atom type (xiabs):   2
# Energy (eV)   sigma
   29.13913914    0.08077304
   29.18918919    0.08262794
   29.23923924    0.08454935
   29.28928929    0.08651877
   29.33933934    0.08851878
   29.38938939    0.09053376
   29.43943944    0.09255051
   29.48948949    0.09455858
   29.53953954    0.09655027
   29.58958959    0.09852032
   29.63963964    0.10046533
   29.68968969    0.10238305
   29.73973974    0.10427153
   29.78978979    0.10612836
   29.83983984    0.10794997
   29.88988989    0.10973098
   29.93993994    0.11146387
   29.98998999    0.11313874
   30.04004004    0.11474342
   30.09009009    0.11626380
   30.14014014    0.11768446
   30.19019019    0.11898951
   30.24024024    0.12016357
   30.29029029    0.12119266
   30.34034034    0.12206503
   30.39039039    0.12277161
   30.44044044    0.12330620
   30.49049049    0.12366523
   30.54054054    0.12384722
   30.59059059    0.12385215
   30.64064064    0.12368071
   30.69069069    0.12333379
   30.74074074    0.12281211
   30.79079079    0.12211635
   30.84084084    0.12124743
   30.89089089    0.12020718
   30.94094094    0.11899913
   30.99099099    0.11762934
   31.04104104    0.11610704
   31.09109109    0.11444515
   31.14114114    0.11266031
   31.19119119    0.11077279
   31.24124124    0.10880588
   31.29129129    0.10678521
   31.34134134    0.10473777
   31.39139139    0.10269098
   31.44144144    0.10067164
   31.49149149    0.09870509
   31.54154154    0.09681443
   31.59159159    0.09501992
   31.64164164    0.09333859
   31.69169169    0.09178401
   31.74174174    0.09036619
   31.79179179    0.08909170
   31.84184184    0.08796378
   31.89189189    0.08698265
   31.94194194    0.08614582
   31.99199199    0.08544849
   32.04204204    0.08488394
   32.09209209    0.08444402
   32.14214214    0.08411957
   32.19219219    0.08390097
   32.24224224    0.08377852
   32.29229229    0.08374296
   32.34234234    0.08378581
   32.39239239    0.08389972
   32.44244244    0.08407869
   32.49249249    0.08431824
   32.54254254    0.08461541
   32.59259259    0.08496867
   32.64264264    0.08537773
   32.69269269    0.08584328
   32.74274274    0.08636667
   32.79279279    0.08694948
   32.84284284    0.08759320
   32.89289289    0.08829887
   32.94294294    0.08906677
   32.99299299    0.08989620
   33.04304304    0.09078525
   33.09309309    0.09173070
   33.14314314    0.09272793
   33.19319319    0.09377078
   33.24324324    0.09485147
   33.29329329    0.09596042
   33.34334334    0.09708612
   33.39339339    0.09821484
   33.44344344    0.09933042
   33.49349349    0.10041405
   33.54354354    0.10144418
   33.59359359    0.10239662
   33.64364364    0.10324491
   33.69369369    0.10396105
   33.74374374    0.10451672
   33.79379379    0.10488487
   33.84384384    0.10504159
   33.89389389    0.10496827
   33.94394394    0.10465357
   33.99399399    0.10409510
   34.04404404    0.10330038
   34.09409409    0.10228707
   34.14414414    0.10108227
   34.19419419    0.09972101
   34.24424424    0.09824417
   34.29429429    0.09669602
   34.34434434    0.09512182
   34.39439439    0.09356554
   34.44444444    0.09206811
   34.49449449    0.09066604
   34.54454454    0.08939057
   34.59459459    0.08826724
   34.64464464    0.08731576
   34.69469469    0.08655006
   34.74474474    0.08597847
   34.79479479    0.08560392
   34.84484484    0.08542409
   34.89489489    0.08543150
   34.94494494    0.08561362
   34.99499499    0.08595293
   35.04504505    0.08642712
   35.09509510    0.08700942
   35.14514515    0.08766923
   35.19519520    0.08837314
   35.24524525    0.08908631
   35.29529530    0.08977422
   35.34534535    0.09040480
   35.39539540    0.09095050
   35.44544545    0.09139028
   35.49549550    0.09171110
   35.54554555    0.09190862
   35.59559560    0.09198719
   35.64564565    0.09195883
   35.69569570    0.09184158
   35.74574575    0.09165734
   35.79579580    0.09142951
   35.84584585    0.09118070
   35.89589590    0.09093073
   35.94594595    0.09069503
   35.99599600    0.09048359
   36.04604605    0.09030038
   36.09609610    0.09014325
   36.14614615    0.09000434
   36.19619620    0.08987090
   36.24624625    0.08972645
   36.29629630    0.08955231
   36.34634635    0.08932922
   36.39639640    0.08903910
   36.44644645    0.08866662
   36.49649650    0.08820058
   36.54654655    0.08763476
   36.59659660    0.08696828
   36.64664665    0.08620540
   36.69669670    0.08535478
   36.74674675    0.08442843
   36.79679680    0.08344036
   36.84684685    0.08240526
   36.89689690    0.08133720
   36.94694695    0.08024864
   36.99699700    0.07914973
   37.04704705    0.07804790
   37.09709710    0.07694784
   37.14714715    0.07585175
   37.19719720    0.07475984
   37.24724725    0.07367098
   37.29729730    0.07258350
   37.34734735    0.07149596
   37.39739740    0.07040784
   37.44744745    0.06932010
   37.49749750    0.06823548
   37.54754755    0.06715865
   37.59759760    0.06609602
   37.64764765    0.06505542
   37.69769770    0.06404561
   37.74774775    0.06307569
   37.79779780    0.06215450
   37.84784785    0.06129006
   37.89789790    0.06048906
   37.94794795    0.05975648
   37.99799800    0.05909526
   38.04804805    0.05850613
   38.09809810    0.05798750
   38.14814815    0.05753544
   38.19819820    0.05714379
   38.24824825    0.05680431
   38.29829830    0.05650700
   38.34834835    0.05624048
   38.39839840    0.05599248
   38.44844845    0.05575046
   38.49849850    0.05550224
   38.54854855    0.05523665
   38.59859860    0.05494414
   38.64864865    0.05461728
   38.69869870    0.05425107
   38.74874875    0.05384309
   38.79879880    0.05339349
   38.84884885    0.05290468
   38.89889890    0.05238108
   38.94894895    0.05182861
   38.99899900    0.05125430
   39.04904905    0.05066587
   39.09909910    0.05007132
   39.14914915    0.04947869
   39.19919920    0.04889580
   39.24924925    0.04833010
   39.29929930    0.04778857
   39.34934935    0.04727768
   39.39939940    0.04680333
   39.44944945    0.04637095
   39.49949950    0.04598543
   39.54954955    0.04565128
   39.59959960    0.04537262
   39.64964965    0.04515330
   39.69969970    0.04499691
   39.74974975    0.04490686
   39.79979980    0.04488640
   39.84984985    0.04493863
   39.89989990    0.04506645
   39.94994995    0.04527255
   40.00000000    0.04555930
